idPessoaQueSegue,idPessoaQueESeguida,dataInicioQueSegue,dataFimQueSegue,grauAmizade
323,309,01/05/2025,10/05/2025,1
290,245,22/08/2025,,
467,41,10/04/2022,,
498,338,28/03/2021,07/11/2021,
296,483,17/12/2020,13/09/2022,0
491,148,09/04/2020,,2
119,324,28/03/2025,,0
175,392,19/08/2020,29/08/2023,0
456,46,08/03/2023,,1
167,317,19/06/2020,15/10/2021,0
396,120,22/02/2025,,2
201,253,13/06/2025,,2
236,369,26/09/2023,15/12/2024,
279,183,21/06/2024,10/05/2025,
495,403,31/05/2024,,1
191,267,09/07/2022,,1
151,234,07/10/2020,,1
27,130,16/06/2023,29/09/2024,
16,324,10/09/2023,,0
432,121,19/08/2022,,1
313,218,18/12/2022,13/03/2023,1
368,4,31/12/2022,,1
336,386,28/09/2021,,1
189,451,02/01/2023,,1
85,378,11/03/2024,13/09/2025,1
154,386,16/01/2025,,
202,314,12/08/2020,,2
284,21,12/01/2022,,2
418,109,28/02/2022,22/05/2025,1
228,459,15/02/2021,,1
287,13,17/12/2022,,2
16,424,07/05/2022,,
142,111,24/02/2020,,
256,324,02/11/2024,,1
247,75,26/09/2021,,0
45,348,14/11/2024,09/04/2025,0
79,32,17/06/2021,02/02/2024,1
318,246,13/12/2022,,1
92,130,23/10/2020,,0
418,217,02/08/2022,,
264,328,19/12/2022,11/07/2023,0
57,21,11/04/2023,,0
61,439,11/11/2024,,0
399,46,06/12/2021,,
114,455,18/01/2022,,1
389,63,21/10/2021,,1
403,271,23/01/2023,,1
111,209,09/11/2020,01/08/2023,0
461,355,11/04/2023,,
316,85,02/03/2022,,0
183,353,05/12/2022,08/12/2024,2
356,99,24/12/2020,,
22,252,02/09/2021,04/09/2021,2
140,58,01/06/2021,07/11/2024,1
231,169,09/11/2022,30/09/2025,0
359,313,12/08/2024,,0
412,128,31/05/2020,,1
358,78,06/10/2022,,1
404,257,17/05/2024,11/12/2024,0
484,315,03/02/2020,14/01/2025,1
118,307,27/06/2023,08/11/2024,
191,133,02/04/2024,28/05/2025,2
133,445,07/07/2025,,1
383,4,26/07/2022,,
205,58,03/06/2022,01/12/2022,
242,472,03/05/2021,,
411,395,19/03/2021,,1
48,399,12/03/2020,16/03/2021,2
216,230,05/02/2025,,2
418,445,28/11/2023,,0
182,395,04/06/2021,19/11/2021,0
453,57,06/09/2020,,
392,296,16/11/2021,12/11/2024,0
352,131,28/12/2021,,0
472,462,07/05/2020,07/03/2021,1
111,122,19/03/2020,,2
318,500,08/02/2025,,
73,102,07/03/2023,12/03/2023,2
96,271,09/05/2023,08/08/2025,1
403,144,29/06/2020,,2
472,311,17/01/2020,19/04/2021,2
12,224,19/09/2023,15/12/2023,2
370,292,17/12/2021,25/11/2024,2
395,267,31/12/2024,,
438,153,20/11/2022,,
171,71,22/08/2021,18/05/2025,0
18,330,07/12/2021,16/06/2024,
215,210,22/11/2021,,2
155,65,29/07/2022,,1
371,409,09/06/2021,15/12/2022,0
93,303,12/12/2022,,
103,453,04/08/2021,,1
89,475,28/08/2022,,2
476,84,21/02/2023,13/05/2023,0
379,103,23/04/2024,,1
81,139,03/08/2025,,2
422,89,23/08/2023,,
347,229,21/09/2021,,0
36,18,25/07/2022,,0
194,319,11/10/2023,,1
359,355,11/06/2022,,1
154,134,27/05/2025,05/07/2025,
474,141,15/10/2022,,2
431,232,29/06/2020,,
351,220,24/04/2024,,0
428,421,05/05/2025,13/07/2025,0
369,178,12/07/2020,,2
115,149,10/06/2024,31/12/2024,
409,329,09/06/2023,,
378,384,24/05/2020,,1
14,221,18/10/2020,,1
476,93,28/05/2020,12/05/2025,2
320,85,10/12/2023,,0
61,114,09/11/2021,,1
217,395,03/01/2025,,
364,344,21/01/2022,,
33,337,08/03/2025,,1
71,135,27/12/2023,,
78,89,30/12/2022,,1
398,224,02/03/2023,,
312,460,20/10/2024,,1
402,122,05/08/2020,26/05/2024,
160,450,22/12/2020,,0
208,316,10/01/2023,18/09/2024,1
326,455,17/10/2023,,2
68,40,10/03/2025,,0
316,333,26/04/2020,,1
187,186,08/04/2021,,0
279,47,23/01/2024,,0
129,27,08/11/2020,30/03/2023,0
242,495,25/07/2021,04/10/2022,1
358,455,04/09/2021,21/10/2022,2
160,13,31/05/2020,03/09/2023,2
230,57,17/06/2024,10/07/2025,0
76,476,17/03/2024,,2
483,396,15/11/2024,,
306,43,21/01/2022,02/04/2023,0
375,427,26/07/2023,,0
434,446,24/08/2021,,2
475,187,10/08/2022,11/04/2023,1
480,475,08/08/2020,,2
411,129,01/09/2024,,2
308,398,23/11/2020,,
227,292,05/12/2020,26/02/2024,1
234,479,30/01/2023,,1
125,57,18/06/2020,,1
489,207,01/09/2020,,1
118,462,05/09/2024,04/03/2025,0
79,249,06/02/2020,,
97,127,01/07/2020,,1
207,380,03/03/2021,,1
250,83,04/04/2023,,2
498,331,19/05/2024,,
154,462,10/02/2023,,1
416,303,24/02/2021,,0
85,122,12/06/2021,,0
43,61,14/07/2025,,1
216,184,10/08/2025,,
237,350,06/03/2020,,2
184,435,27/12/2023,28/09/2025,
399,145,09/09/2025,,2
391,109,19/01/2024,,0
287,134,19/12/2024,,1
36,114,06/05/2025,,1
29,50,21/04/2025,,2
171,383,22/03/2022,,
476,313,09/06/2021,21/03/2025,1
384,249,03/05/2025,,0
375,389,06/03/2025,,0
258,317,05/07/2020,,
21,136,12/08/2022,,2
178,402,29/01/2023,,2
490,375,05/06/2025,,1
436,479,26/03/2025,11/06/2025,0
177,453,12/08/2021,,1
269,282,26/01/2021,,1
213,226,09/08/2021,20/09/2022,2
320,156,06/12/2023,,
53,249,29/04/2024,03/12/2024,0
174,270,12/08/2022,29/03/2024,
85,342,13/03/2022,,0
131,406,18/04/2022,,1
12,285,02/10/2022,,1
319,195,17/04/2022,,2
456,421,23/01/2025,,1
377,379,20/12/2023,14/11/2024,1
101,121,05/05/2023,,0
210,238,18/03/2021,,0
433,171,23/06/2022,,0
237,199,14/04/2024,,1
68,175,21/07/2023,10/04/2024,2
68,325,30/04/2023,14/07/2024,2
52,323,14/07/2020,21/06/2024,0
197,76,27/01/2020,,1
93,443,27/07/2023,04/12/2024,0
379,95,13/05/2025,05/08/2025,1
332,71,15/12/2022,,0
217,207,08/03/2024,,0
495,218,05/08/2021,05/01/2023,0
249,391,23/02/2025,,0
8,43,18/06/2023,,1
173,452,06/03/2020,02/08/2021,
103,327,24/06/2025,,2
228,171,25/02/2024,,1
92,40,30/10/2024,,1
187,325,21/12/2024,,1
57,383,02/02/2025,,0
403,174,22/08/2024,,2
35,223,15/01/2022,,1
104,367,18/08/2021,,0
124,411,14/07/2023,05/08/2023,0
409,387,06/05/2022,,1
127,200,18/08/2020,,
468,320,12/05/2023,16/11/2024,1
408,183,09/01/2020,15/02/2022,2
139,493,23/08/2022,,2
80,110,27/04/2023,,1
240,294,28/12/2022,,2
355,252,26/06/2020,02/01/2023,
64,170,13/09/2024,,2
105,268,09/11/2023,,0
313,127,03/07/2020,29/05/2025,1
495,488,18/02/2023,,
147,405,01/08/2024,11/08/2025,2
400,58,24/08/2025,10/09/2025,1
397,270,18/03/2022,,2
248,480,26/01/2020,24/04/2024,
205,4,06/11/2020,,0
16,349,08/02/2025,,0
52,446,26/10/2021,,0
449,162,28/06/2024,,2
86,437,30/05/2022,17/08/2025,
36,452,25/10/2021,,
275,218,01/09/2025,,0
392,190,12/04/2020,27/10/2021,1
416,475,14/11/2021,,2
119,126,27/11/2022,01/01/2025,
456,418,22/11/2023,15/05/2024,
291,423,20/04/2021,,1
223,73,14/10/2024,13/03/2025,2
213,416,19/08/2020,,2
133,272,10/05/2023,,1
492,214,25/04/2022,,0
20,248,12/08/2020,,
92,195,12/11/2022,,0
54,223,09/10/2025,14/10/2025,2
471,46,06/12/2024,04/03/2025,
419,484,27/04/2022,,0
208,437,11/12/2024,,1
251,408,14/05/2020,,
497,161,24/10/2023,03/06/2024,0
434,156,15/03/2024,,1
332,153,21/04/2025,,0
291,339,19/03/2024,21/09/2025,0
184,194,10/04/2024,29/01/2025,0
483,74,15/07/2022,,
140,193,25/06/2022,,1
266,206,30/10/2021,,1
264,22,14/07/2025,,1
378,50,13/01/2020,21/12/2020,
379,126,06/04/2020,,
312,65,14/06/2022,,
424,384,03/10/2021,,2
30,312,27/07/2025,,
480,147,27/10/2021,,0
258,336,12/03/2025,,
353,418,24/05/2024,,0
409,438,28/01/2021,24/07/2025,0
116,373,21/03/2022,,
34,243,11/07/2023,03/10/2025,
460,5,11/04/2024,,1
435,427,15/03/2020,,1
53,177,29/12/2024,16/07/2025,0
129,447,05/07/2020,,0
47,394,28/09/2024,25/06/2025,2
19,327,05/09/2024,26/10/2024,1
133,497,13/10/2023,,1
401,181,15/05/2024,,
177,101,29/07/2022,,0
90,263,27/04/2020,20/05/2022,2
296,458,23/08/2025,,0
471,316,17/10/2022,,2
90,494,10/10/2020,06/01/2024,1
295,420,05/12/2023,29/07/2025,0
8,440,30/08/2025,,
265,239,17/11/2021,,2
429,95,03/11/2020,28/04/2022,2
59,74,18/08/2021,,2
244,233,25/12/2020,,1
422,326,03/07/2025,,1
163,31,21/08/2024,,
423,126,12/05/2022,18/09/2025,1
74,407,09/09/2023,,2
333,396,31/12/2020,,2
249,36,15/03/2022,,1
14,413,09/05/2025,12/09/2025,0
370,297,17/04/2024,30/12/2024,1
399,197,06/10/2022,,1
228,152,26/02/2024,07/02/2025,
106,291,07/12/2020,27/12/2020,
67,434,06/08/2023,,2
489,116,10/03/2024,,2
252,181,09/08/2022,,
404,443,08/11/2023,,2
213,411,09/12/2022,,0
51,328,23/04/2020,,2
236,383,15/08/2023,,2
223,230,04/08/2025,,0
268,302,14/06/2023,,
221,122,28/07/2020,,1
483,452,21/07/2020,31/10/2022,2
480,333,29/05/2025,06/10/2025,
440,267,28/12/2021,,
340,323,20/12/2020,19/12/2024,0
340,82,07/01/2024,,1
112,369,24/01/2020,,
390,147,21/11/2024,,1
201,126,07/01/2021,,2
218,475,18/06/2025,,0
54,234,01/11/2023,03/12/2023,1
326,105,19/01/2022,,1
349,395,25/07/2023,25/10/2024,
188,362,08/08/2022,,0
209,128,02/08/2023,,2
448,41,05/12/2021,,
145,496,03/01/2023,,0
111,268,20/04/2024,,0
7,315,18/08/2020,,
455,144,18/09/2023,,0
260,472,20/01/2020,,
229,459,18/08/2025,,
52,313,21/04/2020,,1
380,324,13/06/2021,,2
433,396,04/10/2021,,2
442,298,24/05/2023,,0
116,471,18/06/2025,,0
236,418,30/09/2023,,2
419,133,05/05/2023,,1
210,72,15/02/2025,,2
43,178,15/02/2023,,0
333,410,08/04/2025,,0
143,386,25/09/2020,,2
159,180,01/04/2024,,
401,177,27/09/2025,11/10/2025,1
454,202,27/02/2024,,2
159,311,25/12/2020,,0
366,264,01/10/2020,18/02/2025,2
365,461,24/09/2021,,0
377,341,05/01/2021,,
381,323,02/06/2025,02/08/2025,0
412,408,18/01/2024,,0
250,348,11/08/2025,,1
155,277,30/08/2020,,1
266,236,14/08/2022,26/11/2024,0
367,182,13/08/2023,,
370,166,25/02/2022,,0
24,500,08/12/2022,,1
436,404,20/07/2020,,1
497,176,11/08/2023,,0
369,44,25/04/2023,,1
146,492,27/07/2025,,1
184,476,01/09/2022,08/06/2025,1
396,146,27/07/2025,,1
403,8,07/05/2021,09/06/2021,0
472,436,03/07/2020,13/01/2022,0
178,361,22/10/2022,,2
300,247,26/02/2022,11/05/2022,1
208,433,22/03/2020,19/08/2023,1
22,105,11/05/2020,,0
60,299,26/11/2020,12/11/2021,1
121,3,20/11/2023,,0
492,263,17/09/2021,,
479,172,19/12/2024,,0
460,35,17/02/2025,,0
475,210,14/01/2025,,2
142,225,27/06/2024,,0
172,170,14/06/2020,,1
73,436,11/02/2025,,2
44,330,12/10/2020,,
31,369,25/07/2021,,1
341,372,26/02/2025,,
395,426,30/09/2022,21/05/2023,2
392,174,26/05/2023,27/10/2024,
250,222,06/08/2023,,2
188,291,10/07/2025,,2
479,1,15/11/2023,,0
72,121,21/04/2020,07/11/2024,1
96,466,24/11/2022,,2
159,189,11/11/2020,,2
61,38,04/01/2020,16/03/2020,0
433,218,13/09/2021,,1
50,152,03/12/2022,,1
89,397,03/03/2021,20/02/2024,0
258,340,25/08/2023,,0
283,100,17/10/2023,,0
111,74,19/01/2020,,2
24,176,16/03/2020,,2
267,339,08/10/2024,09/10/2025,
420,482,04/11/2023,,1
76,439,04/03/2025,,0
304,6,18/06/2025,,2
302,328,22/08/2024,,0
182,460,24/07/2025,25/07/2025,0
162,377,12/07/2024,,1
312,180,30/10/2024,16/03/2025,2
355,419,19/04/2025,23/04/2025,1
73,432,07/07/2020,,1
402,31,06/01/2020,,0
481,168,30/10/2024,,
276,329,14/07/2023,,1
177,118,24/11/2021,19/02/2024,1
144,404,29/06/2021,,
405,439,29/09/2021,16/02/2025,1
298,449,06/08/2022,,
323,412,19/09/2023,,0
472,368,04/06/2024,,1
198,373,02/07/2020,28/10/2021,0
174,200,12/01/2025,,0
81,396,29/01/2023,,1
267,101,29/10/2024,,0
165,326,30/09/2023,,1
288,463,28/10/2020,,0
329,191,04/12/2024,21/07/2025,0
99,391,30/06/2024,24/12/2024,2
470,248,28/12/2024,,0
403,60,24/02/2023,,1
193,376,30/04/2025,,0
446,453,14/08/2022,16/03/2023,2
109,422,18/09/2022,,0
307,14,27/07/2022,,
149,114,12/01/2022,,0
118,422,31/05/2024,,2
172,256,25/06/2025,,2
452,344,18/08/2025,08/09/2025,1
436,500,17/10/2023,,0
165,291,12/04/2024,,0
358,496,22/02/2022,,
42,73,25/10/2022,,0
350,321,17/03/2023,,2
38,193,28/07/2024,06/11/2024,2
129,237,03/10/2025,10/10/2025,1
218,351,03/01/2020,30/03/2020,2
69,427,01/06/2024,,2
435,12,07/12/2022,,1
58,364,21/06/2025,,0
173,337,12/03/2021,22/03/2025,1
249,349,23/10/2024,,1
489,14,19/09/2021,,2
264,493,07/03/2024,,
181,164,20/12/2024,,0
402,406,02/02/2020,,0
461,365,08/09/2020,,2
135,230,22/04/2023,28/06/2023,2
223,183,03/11/2024,02/06/2025,1
162,432,27/04/2024,,0
155,421,10/04/2025,24/07/2025,
40,498,26/12/2021,29/04/2024,2
20,474,11/01/2020,,0
29,94,05/02/2021,15/02/2021,0
250,129,09/07/2025,,0
29,112,29/06/2024,,0
259,394,22/01/2023,10/09/2024,0
210,113,27/01/2021,,1
202,310,28/09/2023,,1
184,309,18/11/2022,,2
489,153,16/11/2024,21/07/2025,
165,430,05/03/2021,,2
450,480,17/02/2025,,
261,9,10/12/2021,18/08/2024,1
32,201,20/04/2023,,1
416,498,12/04/2021,,2
233,232,26/10/2020,05/04/2021,
382,302,07/12/2022,,2
139,459,27/10/2024,,2
227,414,24/11/2021,,
179,161,18/07/2023,,1
371,315,28/05/2022,,1
374,190,04/04/2022,,
304,392,11/04/2020,,
227,46,02/10/2025,07/10/2025,
292,229,24/07/2021,07/10/2022,1
215,358,20/08/2023,,2
284,199,10/10/2020,,
141,68,17/05/2021,,0
64,25,25/01/2023,,
247,442,14/08/2021,,0
381,424,07/09/2024,23/08/2025,
269,158,19/03/2025,,2
113,39,07/02/2022,,0
402,162,10/06/2020,,1
77,73,06/01/2025,,2
157,68,28/01/2024,23/12/2024,1
424,135,13/04/2022,,1
385,124,18/09/2022,20/01/2023,
298,17,11/08/2021,,0
86,315,05/05/2025,,0
496,58,23/08/2025,22/09/2025,1
21,245,27/03/2022,,2
402,316,12/11/2022,25/12/2023,0
247,26,29/09/2021,,0
248,341,09/04/2021,,2
494,149,25/07/2024,,0
380,497,20/12/2021,,1
218,303,03/04/2025,,1
355,279,10/03/2025,11/03/2025,1
247,483,20/07/2025,,
339,481,10/12/2020,04/05/2024,2
283,40,16/03/2023,,
67,302,24/07/2023,,
390,1,20/02/2025,,
135,237,11/07/2021,03/10/2025,2
106,299,21/07/2025,19/09/2025,0
68,422,25/07/2023,,
259,20,10/02/2025,,2
324,393,22/09/2024,,2
304,388,30/06/2025,,2
191,218,11/12/2020,24/10/2021,2
115,99,22/01/2024,22/05/2024,2
417,201,11/07/2023,,
161,432,08/10/2025,12/10/2025,0
146,243,11/03/2023,,2
473,273,30/11/2024,13/05/2025,
439,185,12/11/2022,,
191,338,23/11/2020,,2
176,120,30/12/2020,,0
349,133,18/04/2023,23/08/2024,2
225,186,30/05/2021,17/04/2025,1
22,475,01/03/2025,,0
308,259,27/08/2020,22/08/2025,0
473,373,23/02/2020,,
381,80,23/10/2021,,1
381,142,02/08/2024,13/01/2025,2
329,228,25/08/2024,,2
413,144,16/10/2023,21/05/2025,2
349,443,23/06/2020,29/06/2024,2
287,321,17/04/2025,03/07/2025,
57,401,25/07/2023,,
392,99,15/08/2021,,1
500,249,27/04/2023,,1
165,427,01/04/2025,,2
441,300,06/01/2025,,2
217,273,02/02/2021,25/04/2022,2
480,225,06/10/2024,,2
9,230,23/03/2021,12/05/2024,0
380,423,09/08/2021,,1
308,25,30/04/2024,,1
120,456,30/04/2020,04/11/2020,2
449,114,09/12/2020,,2
92,138,01/03/2021,,0
191,227,24/02/2024,,1
123,483,06/07/2022,21/12/2024,
74,437,09/09/2023,,1
46,485,24/05/2022,,2
73,412,23/08/2024,16/02/2025,0
279,380,22/12/2022,,2
416,401,12/04/2021,,2
43,141,21/07/2020,,
465,32,09/10/2024,,
390,55,04/06/2020,25/01/2025,2
391,344,03/05/2020,,2
449,461,30/04/2024,16/05/2025,
287,485,28/01/2020,,2
483,293,07/04/2020,,2
58,46,07/12/2023,13/07/2025,
132,380,23/02/2023,,2
237,263,08/06/2020,,2
409,223,18/11/2024,09/09/2025,1
45,151,09/01/2023,,2
413,220,20/05/2022,,1
409,206,08/10/2022,,
236,110,28/08/2022,,2
175,235,18/03/2020,07/11/2023,0
120,314,06/09/2023,,
116,427,24/04/2025,,0
469,260,08/09/2022,,0
478,85,30/07/2022,,1
127,101,16/12/2020,,2
397,256,25/05/2020,16/06/2021,2
318,448,18/08/2025,,2
290,484,09/12/2021,,1
287,91,10/10/2020,09/08/2025,0
133,98,02/07/2025,,
324,15,26/09/2025,,
155,271,15/12/2023,,
129,312,09/02/2025,,
244,361,11/07/2021,28/12/2021,2
493,145,19/11/2023,17/01/2025,2
431,231,24/06/2022,20/09/2023,0
288,383,18/03/2024,,0
442,147,08/04/2025,,1
236,220,10/06/2021,,2
261,115,08/12/2020,19/09/2025,0
142,298,03/04/2021,16/06/2021,2
473,359,01/06/2023,,2
323,365,22/08/2022,,2
333,478,27/09/2021,,1
372,212,12/05/2023,,2
436,257,01/06/2022,20/08/2024,
500,463,05/09/2020,,1
449,263,19/09/2025,,0
71,142,30/01/2023,,0
257,361,20/10/2024,,2
480,371,16/01/2023,,0
469,4,24/09/2023,,1
247,334,14/11/2021,,
406,424,08/07/2022,,2
337,1,18/12/2022,,2
133,110,19/07/2023,,1
216,73,04/05/2024,29/03/2025,0
223,389,13/10/2025,,1
171,270,07/12/2022,,2
366,218,12/07/2023,01/10/2023,0
174,35,16/05/2024,,
105,36,30/05/2023,,0
181,442,08/10/2022,,1
53,198,02/06/2020,,1
365,443,14/09/2022,,
12,43,12/05/2022,,1
171,144,07/06/2022,04/03/2023,2
353,198,04/08/2022,16/05/2023,
45,312,18/04/2021,,1
115,423,10/11/2020,,
208,29,15/11/2023,12/02/2025,0
158,135,12/08/2020,,2
136,125,12/12/2023,,0
413,174,03/02/2023,23/06/2023,2
105,302,03/06/2021,,0
51,245,30/04/2024,,0
86,417,15/08/2020,20/11/2023,0
178,107,15/05/2020,,
103,58,12/02/2025,,0
258,61,18/05/2023,,2
354,367,31/05/2024,,
284,112,02/08/2022,11/06/2024,2
456,305,13/05/2025,,0
133,451,18/07/2024,,1
340,91,15/02/2020,,
459,302,19/05/2024,,1
145,336,17/04/2021,07/02/2022,1
353,131,03/01/2025,,1
488,250,15/04/2023,,2
283,60,12/04/2021,26/07/2023,1
170,421,13/11/2022,,2
355,345,10/10/2025,15/10/2025,
249,468,15/06/2020,,0
500,48,04/06/2025,06/08/2025,0
244,229,28/09/2023,,1
316,142,19/02/2021,24/10/2022,
267,135,14/03/2024,06/04/2025,2
307,190,23/03/2025,,1
233,356,28/01/2020,,1
130,134,01/01/2022,22/05/2022,0
295,27,01/08/2020,24/09/2021,1
18,435,02/11/2024,24/07/2025,
34,170,03/01/2025,,1
181,235,09/06/2024,,1
60,175,15/07/2023,29/08/2023,0
492,359,09/12/2021,18/06/2023,2
30,481,16/05/2020,29/09/2025,1
259,461,01/02/2025,,1
74,26,25/09/2024,,
33,459,23/09/2024,25/02/2025,1
174,68,24/11/2021,,2
302,177,01/12/2022,,
254,132,13/01/2021,,0
188,185,30/03/2024,06/09/2024,1
248,118,05/02/2025,10/10/2025,0
188,1,29/01/2022,,1
118,135,19/09/2024,,
28,276,24/02/2021,09/11/2024,0
497,124,10/10/2022,,0
227,95,18/09/2023,,0
447,24,12/03/2022,25/02/2023,
331,297,28/01/2023,,1
341,4,11/01/2021,,2
375,486,01/06/2021,26/10/2021,
105,259,16/12/2024,,2
107,368,17/10/2021,07/07/2025,
296,355,10/10/2020,,2
89,382,12/10/2024,,1
176,21,19/12/2023,,
166,29,21/03/2025,07/08/2025,1
147,64,23/02/2021,08/09/2022,2
405,240,15/07/2022,26/08/2022,2
170,446,16/07/2025,,1
405,309,09/07/2020,19/07/2022,
438,9,06/11/2021,,0
416,213,28/10/2021,,1
264,179,24/12/2022,,0
2,155,13/10/2025,,
172,247,07/05/2025,,
139,333,27/06/2021,,0
120,287,05/11/2022,28/08/2024,2
385,328,01/09/2020,,0
45,350,19/06/2025,,1
45,374,01/03/2020,,1
196,339,10/10/2020,15/07/2024,2
377,112,02/05/2023,,0
188,442,01/08/2021,,1
481,308,24/06/2024,23/08/2024,0
256,35,14/03/2024,,0
473,26,16/03/2021,,
493,48,27/02/2025,,
323,31,01/02/2023,02/02/2023,
392,178,12/07/2025,,2
107,219,30/07/2023,03/10/2023,1
295,381,10/09/2023,,0
297,366,20/09/2023,,0
246,458,07/06/2021,,2
482,114,18/02/2021,,0
437,199,05/09/2020,,
2,489,15/01/2024,,0
489,162,23/05/2021,,0
218,193,01/03/2022,,0
491,218,05/04/2023,08/04/2023,2
56,454,24/05/2022,07/09/2023,0
57,355,20/11/2024,,1
332,460,24/03/2022,,0
354,450,14/09/2025,,
420,402,26/04/2022,05/07/2022,0
238,30,14/10/2022,,0
31,58,22/09/2022,05/10/2023,
208,471,23/02/2024,,0
294,371,22/07/2021,,2
493,184,21/08/2024,,0
181,157,13/10/2025,,0
297,36,24/01/2020,,0
226,214,16/11/2021,,1
93,336,07/10/2020,,2
173,369,31/12/2023,04/10/2024,
221,149,30/07/2021,,
493,238,05/12/2020,,
246,113,25/10/2022,23/01/2025,1
485,52,19/03/2025,,2
145,332,03/04/2025,,2
432,33,16/06/2021,,1
81,105,21/05/2025,,2
51,411,16/11/2022,,1
123,432,08/09/2025,08/10/2025,
287,377,26/09/2021,,1
279,161,01/12/2022,15/12/2023,1
381,55,06/06/2023,,
271,56,27/10/2023,,2
191,459,08/03/2021,,2
381,452,17/12/2024,19/06/2025,1
89,311,09/09/2024,,0
189,132,09/10/2024,,1
479,17,08/07/2021,,0
250,382,02/03/2021,,1
344,241,19/12/2020,,0
482,217,15/04/2025,,0
46,27,18/03/2024,,
451,224,10/03/2023,21/05/2024,0
30,213,31/05/2020,12/08/2025,2
352,203,14/08/2020,01/04/2021,2
411,124,28/06/2021,23/09/2024,2
244,322,24/04/2025,,2
350,138,24/05/2022,,2
326,436,28/08/2021,04/06/2024,2
118,149,19/11/2024,,0
405,79,29/07/2025,,0
171,334,03/11/2023,24/04/2025,1
118,240,28/08/2023,,1
318,467,28/01/2020,,1
379,114,10/03/2024,,2
430,259,25/04/2020,,0
283,235,30/08/2023,,2
204,390,31/05/2020,06/12/2021,0
77,261,13/05/2021,,1
153,42,02/08/2025,,0
479,271,24/09/2023,,2
11,400,16/03/2024,,0
332,227,27/01/2020,,2
276,412,05/06/2022,27/08/2023,
437,289,12/07/2025,25/07/2025,0
143,195,29/11/2024,12/08/2025,0
94,91,27/02/2024,,
292,455,09/11/2024,14/08/2025,0
87,41,27/02/2024,,0
105,11,26/08/2024,04/06/2025,0
446,71,02/07/2022,,1
210,318,03/08/2025,,1
342,160,18/02/2022,,
433,310,29/03/2020,06/01/2023,0
491,471,15/03/2025,,1
495,208,04/07/2025,01/09/2025,0
231,252,27/06/2021,06/05/2024,0
259,364,29/11/2020,,2
306,102,27/10/2021,,
299,447,05/12/2020,,2
492,182,21/03/2022,,0
441,222,20/02/2021,,2
133,229,31/12/2022,,2
341,470,06/04/2021,,
473,382,28/12/2022,24/01/2024,2
40,469,21/07/2022,,0
249,363,25/03/2025,,
383,82,29/08/2021,,1
323,209,27/04/2023,15/08/2023,2
374,17,30/01/2023,,0
310,401,21/10/2024,,2
116,119,15/08/2025,,1
193,308,23/05/2024,14/06/2024,
492,174,30/12/2022,,2
312,130,12/01/2024,,2
448,294,22/01/2025,,
172,16,29/10/2020,15/02/2023,
152,366,01/02/2020,,1
269,432,27/05/2025,,0
192,53,16/07/2025,,1
4,401,17/09/2020,,0
48,444,30/10/2024,20/01/2025,0
96,252,05/09/2022,30/10/2023,
238,367,29/07/2023,25/10/2023,
408,461,20/03/2023,,1
283,469,31/07/2020,,0
65,194,17/06/2020,04/10/2021,
279,164,06/08/2023,,2
459,229,21/12/2022,,2
361,62,12/10/2025,16/10/2025,1
316,360,06/08/2022,14/11/2024,2
461,4,22/05/2025,,
58,348,12/04/2023,,2
491,386,17/06/2021,10/09/2021,2
447,68,20/12/2023,02/04/2025,
307,495,04/07/2021,,1
307,342,03/12/2021,03/09/2024,
170,173,01/07/2022,,0
483,136,18/01/2024,02/11/2024,0
360,93,15/02/2024,,2
196,146,22/03/2022,20/09/2022,0
27,444,27/02/2024,,2
342,476,26/12/2024,,2
289,314,26/10/2024,29/10/2024,0
426,29,24/03/2021,,1
89,406,12/09/2024,,1
49,484,30/09/2021,,0
393,288,18/11/2022,,
442,247,18/04/2023,17/04/2025,2
443,184,08/10/2021,,1
395,137,25/10/2022,31/08/2024,
412,325,03/07/2020,,0
402,318,05/10/2023,28/02/2025,2
38,5,16/04/2024,,1
259,139,21/01/2022,,2
96,494,04/08/2024,,
272,425,02/01/2020,05/07/2023,0
9,220,16/12/2022,,
7,337,28/06/2025,18/07/2025,1
306,372,24/03/2023,,0
330,396,05/03/2021,,
210,243,02/06/2024,,2
389,192,04/10/2022,21/01/2023,1
384,56,28/06/2021,,0
146,390,30/05/2023,,2
416,258,06/06/2020,,0
405,356,17/08/2022,24/02/2024,1
127,339,16/01/2021,21/10/2021,1
68,487,09/07/2022,,2
90,265,23/06/2024,,
139,46,23/08/2025,24/08/2025,1
292,118,09/02/2021,,
293,407,29/03/2024,18/01/2025,
182,102,26/06/2023,08/05/2025,
51,452,24/09/2025,,0
320,5,27/12/2024,,0
297,261,10/05/2021,,1
257,276,08/06/2021,,2
435,290,10/05/2025,,1
133,117,09/04/2024,,
257,170,04/01/2025,,1
402,422,07/10/2022,,2
36,322,15/07/2020,11/07/2025,1
402,322,30/01/2020,29/12/2021,0
105,150,18/08/2023,31/05/2024,1
350,469,25/04/2024,,1
394,113,20/01/2023,,
185,195,19/12/2024,,1
34,252,05/06/2024,08/08/2025,0
123,187,03/02/2025,,0
271,437,20/11/2020,11/10/2025,1
296,225,02/08/2021,23/03/2025,2
62,25,25/07/2025,,1
43,441,28/02/2021,,2
216,270,26/09/2024,05/02/2025,0
62,78,12/01/2022,02/04/2024,0
3,393,24/05/2025,,
241,250,07/04/2024,28/06/2024,1
32,302,26/01/2023,,1
453,108,02/05/2021,,0
